"machine-learning","python","neural-network","deep-learning","classification","keras","r","scikit-learn","data-mining","tensorflow","nlp","time-series","dataset","clustering","regression","predictive-modeling","statistics","pandas","lstm","text-mining","cnn","feature-selection","convnet","bigdata","visualization","random-forest","data","data-cleaning","decision-trees","rnn","linear-regression","image-classification","logistic-regression","svm","algorithms","reinforcement-learning","recommender-system","xgboost","cross-validation","computer-vision","training","feature-extraction","feature-engineering","k-means","multiclass-classification","optimization","unsupervised-learning","apache-spark","word2vec","gradient-descent","supervised-learning","preprocessing","prediction","categorical-data","machine-learning-model","word-embeddings","backpropagation","correlation","similarity","loss-function","probability","orange","image-recognition","anomaly-detection","pca","multilabel-classification","convolution","dimensionality-reduction","accuracy","autoencoder","unbalanced-classes","data-science-model","apache-hadoop","beginner","graphs","evaluation","numpy","normalization","naive-bayes-classifier","feature-scaling","model-selection","overfitting","matlab","pytorch","sentiment-analysis","performance","dataframe","ensemble-modeling","sampling","outlier","natural-language-process","nltk","information-retrieval","recurrent-neural-net","gan","forecast","social-network-analysis","missing-data","text","regularization","pyspark","q-learning","topic-model","distance","class-imbalance","plotting","hyperparameter","lda","gpu","databases","forecasting","object-detection","named-entity-recognition","jupyter","bayesian","encoding","distribution","reference-request","confusion-matrix","career","ranking","labels","data-analysis","tools","hyperparameter-tuning","java","terminology","sql","gensim","k-nn","generative-models","data-imputation","audio-recognition","activation-function","binary","sequence","markov-process","theano","weka","association-rules","dqn","object-recognition","gaussian","csv","feature-construction","cost-function","perceptron","transfer-learning","online-learning","metric","kaggle","gbm","matplotlib","dropout","embeddings","scala","rbm","stanford-nlp","distributed","search","parameter-estimation","bayesian-networks","mnist","rstudio","inception","matrix-factorisation","kernel","ipython","tsne","variance","tfidf","sequence-to-sequence","programming","descriptive-statistics","classifier","education","language-model","clusters","weighted-data","scraping","excel","semi-supervised-learning","geospatial","sequential-pattern-mining","self-study","cosine-distance","software-recommendation","data-augmentation","efficiency","parallel","azure-ml","dbscan","seaborn","scalability","map-reduce","research","finance","machine-translation","ab-test","boosting","aws","ocr","definitions","error-handling","genetic-algorithms","data-wrangling","linear-algebra","math","mlp","scoring","theory","mini-batch-gradient-descent","grid-search","parsing","parameter","data-formats","books","similar-documents","smote","bias","policy-gradients","opencv","ggplot2","churn","graphical-model","information-theory","nosql","google","javascript","experiments","marketing","tableau","anaconda","fuzzy-logic","caffe","yolo","deep-network","survival-analysis","methodology","text-generation","batch-normalization","knowledge-base","apache-mahout","aggregation","hierarchical-data-format","market-basket-analysis","ai","open-source","simulation","multitask-learning","learning","json","regex","scipy","estimators","noise","markov-hidden-model","glm","sas","bioinformatics","expectation-maximization","numerical","image-preprocessing","processing","software-development","convergence","interpolation","ensemble","speech-to-text","faster-rcnn","ensemble-learning","gridsearchcv","libsvm","octave","data-stream-mining","mongodb","library","mutual-information","search-engine","vector-space-models","learning-rate","ngrams","tflearn","matrix","neo4j","hive","methods","amazon-ml","score","data.table","monte-carlo","representation","automatic-summarization","predictor-importance","dplyr","epochs","attention-mechanism","metadata","crawling","markov","randomized-algorithms","vc-theory","nvidia","twitter","openai-gym","actor-critic","reshape","vgg16","weight-initialization","probabilistic-programming","apache-pig","c","torch","tokenization","game","pac-learning","cloud-computing","homework","learning-to-rank","annotation","generalization","objective-function","stacked-lstm","indexing","notation","discriminant-analysis","julia","google-prediction-api","manifold","data-leakage","cloud","hardware","colab",".net","usecase","anonymization","state-of-the-art","domain-adaptation","lda-classifier","alex-net","historgram","neural-style-transfer","svr","pipelines","consumerweb","infographics","version-control","featurization","data-product","stata","pgm","jaccard-coefficient","powerbi","etl","management","active-learning","linux","meta-learning","tranformation","keras-rl","anomaly","bayes-error","project-planning","normal-equation","relational-dbms","data-indexing-techniques","genetic","energy","sports","history","redshift","privacy","dirichlet","word","counts","ndcg","fastai","collinearity","orange3","freebase","hog","lsi","apache-kafka","pybrain","competitions","spss","text-filter","rattle","ibm-watson","automation","cs231n","sensors","mcmc","feature-reduction","ml","implementation","chatbot","difference","hbase","reductions","noisification","community","glorot-initialization","self-driving","momentum","nlg","heatmap","spatial-transformer","evolutionary-algorithms","activity-recognition","features","genetic-programming","rbf","neural","code","sound","image-size","imbalanced-learn","image","sagemaker","transformer","hinge-loss","gfnn","pad","lsmt","orange3-imageanalytics","finite-state-machine","lasagne","auto-preprocessing","wearable","humor","domain","acoustic","orange3-network","histogram","smotenc","deepmind","wolfram-language","microsoft-bot-framework","dialog-flow","finite-precision","h2o","dynamic-programming","ridge-regression","discounted-reward","average-reward","3d-reconstruction","gmm","bert"
40,27,15,10,18,2,17,19,15,2,11,11,5,14,6,16,7,7,0,6,0,11,3,8,10,2,6,5,9,1,6,4,3,3,5,3,2,4,4,1,3,5,5,7,1,2,0,3,5,0,3,1,0,2,0,2,1,0,4,0,3,2,2,3,2,1,0,1,1,1,0,0,0,5,4,0,0,0,0,0,1,0,1,0,1,2,0,2,0,1,0,2,1,0,0,2,1,0,3,0,2,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,1,2,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,28,26,14,21,5,23,4,13,5,7,10,5,10,8,17,5,6,0,4,0,3,8,1,3,7,5,3,3,0,4,4,2,2,1,0,5,0,3,1,1,2,3,0,3,0,1,6,2,1,4,1,0,4,0,3,6,1,2,1,1,1,4,4,2,1,0,0,1,1,4,0,2,4,0,1,0,1,1,0,2,0,2,0,0,3,0,1,1,1,0,2,1,0,0,0,2,1,1,2,2,0,1,0,1,0,1,0,2,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,18,13,12,10,1,24,9,20,0,14,11,9,12,6,12,4,2,0,7,0,6,1,9,4,5,3,7,6,2,8,1,4,2,4,0,5,4,2,1,2,4,2,5,2,3,5,11,2,1,3,3,1,1,0,2,1,6,3,0,2,2,1,2,4,1,0,4,2,3,0,0,3,5,0,0,0,1,1,1,0,1,2,0,3,2,0,3,0,2,0,1,1,0,0,3,3,1,2,1,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,28,22,19,22,2,15,16,12,11,10,8,9,12,7,12,10,7,0,6,0,7,4,9,8,4,3,4,4,5,6,4,3,2,5,2,6,4,0,2,2,6,2,1,5,6,5,4,4,1,3,4,4,4,0,3,2,5,0,1,2,0,1,5,4,2,0,2,1,0,3,0,1,7,1,0,0,4,3,0,1,1,1,0,4,0,0,1,0,4,0,2,0,0,0,0,1,2,1,2,1,1,4,1,0,0,1,3,3,1,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,4,1,2,0,0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,39,33,17,18,15,22,18,11,6,13,13,12,16,5,12,4,4,0,4,0,7,4,6,4,8,4,2,5,3,4,9,4,7,2,1,4,2,5,0,3,6,5,8,2,3,4,9,3,0,6,2,1,5,0,1,1,1,2,2,3,5,3,0,1,1,0,5,3,0,2,0,3,3,1,6,0,2,2,1,2,2,7,0,1,4,0,0,4,1,0,2,0,0,0,2,1,2,0,1,2,0,1,0,0,0,0,1,1,2,0,0,1,2,2,1,0,4,0,4,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,20,17,10,12,7,18,9,7,4,3,4,11,8,8,6,2,4,0,5,0,4,3,5,2,3,7,3,3,3,4,2,3,1,3,0,1,4,5,1,4,1,0,2,4,1,4,9,2,3,1,2,0,5,0,2,0,1,0,2,0,2,1,0,2,5,0,3,2,1,1,0,0,2,0,3,0,1,2,0,1,1,1,0,1,2,0,2,0,1,0,1,3,0,0,1,1,1,2,1,2,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,3,0,2,2,1,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,31,31,13,17,8,11,19,8,10,6,9,6,12,8,13,8,3,0,4,0,1,7,2,11,2,4,9,5,5,4,2,4,1,3,2,4,3,2,3,1,1,1,7,0,5,1,5,2,2,3,1,4,1,0,0,2,4,1,1,2,1,0,1,0,0,0,1,0,1,0,0,3,1,1,4,0,0,1,1,0,0,1,0,2,3,0,1,1,0,0,1,1,0,0,3,2,3,2,0,2,1,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,1,2,1,2,1,0,3,1,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,27,34,15,23,7,16,14,18,12,8,6,12,6,6,11,6,5,0,6,0,7,15,12,10,3,4,9,4,3,4,3,4,4,4,2,5,8,6,6,1,3,1,2,1,2,2,7,3,2,2,2,2,2,0,3,4,3,1,2,5,2,1,2,4,4,0,3,2,1,3,0,3,1,1,1,0,1,1,0,2,2,6,0,0,2,0,0,1,3,0,2,2,0,0,1,1,1,0,3,2,1,1,0,0,0,1,0,1,1,0,0,1,1,2,0,3,0,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,2,0,1,1,3,0,0,0,0,1,2,1,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,23,28,19,16,8,10,7,11,11,9,4,9,4,4,11,3,2,0,7,1,5,8,3,4,3,4,5,2,3,1,5,3,0,3,2,5,8,1,2,3,0,3,2,2,2,3,4,2,3,7,2,0,1,0,1,2,2,5,1,1,1,4,0,1,2,0,1,0,1,2,0,0,0,1,7,0,2,2,1,3,1,1,0,1,3,0,0,1,1,0,0,1,0,0,1,2,0,0,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,38,33,33,19,12,15,10,9,19,12,8,9,8,7,11,2,3,1,5,1,8,14,3,2,8,5,2,6,8,4,7,3,3,5,1,3,7,3,2,7,4,0,3,2,1,4,1,1,4,1,0,1,1,0,1,2,0,3,2,3,2,5,1,1,1,0,2,1,0,1,0,0,1,3,0,0,2,1,1,1,1,3,0,1,0,0,3,2,0,0,2,2,0,0,0,2,0,2,1,1,0,0,0,0,0,2,0,1,1,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,2,2,0,1,1,0,0,3,0,0,1,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,0,2,3,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30,33,29,11,12,9,12,12,14,11,8,11,11,12,9,8,4,0,4,0,9,7,3,9,3,6,5,6,2,2,2,4,2,7,1,5,4,1,3,1,4,4,3,2,2,4,1,2,3,2,2,2,2,0,0,0,2,3,1,1,5,1,3,3,3,1,2,1,0,2,0,1,2,3,0,0,1,1,2,1,3,1,1,0,1,0,3,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,3,0,1,1,0,1,1,0,0,3,1,1,0,1,0,1,0,0,1,0,2,0,3,3,2,0,0,0,0,1,0,0,0,1,2,1,2,0,2,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,1,2,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,50,43,32,21,15,24,18,13,16,17,8,14,9,14,17,9,7,0,5,0,3,16,7,9,8,8,3,8,10,4,6,8,10,2,3,5,6,5,2,2,6,6,2,2,2,4,7,3,0,1,1,6,2,0,4,2,2,2,0,1,4,0,4,3,1,2,6,1,3,3,0,3,2,0,0,0,0,3,1,3,4,1,1,4,0,0,2,2,1,0,1,1,0,3,2,0,2,2,0,0,1,2,0,0,5,1,4,4,1,0,0,2,0,0,5,3,2,0,1,0,0,0,1,0,0,0,4,0,0,0,1,5,0,0,0,1,3,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,1,1,0,1,3,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,23,33,14,18,12,10,12,6,8,9,8,7,3,4,7,3,3,0,7,0,5,9,3,5,7,3,4,4,1,2,3,3,7,1,2,1,5,2,1,3,2,2,0,2,3,3,2,6,3,0,1,4,2,0,2,2,1,2,0,5,1,3,3,4,3,3,2,1,1,6,0,1,0,1,1,0,0,2,0,1,3,0,1,0,2,0,2,2,2,0,0,1,0,2,0,2,2,3,2,0,1,0,0,0,0,2,0,1,1,1,0,1,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,2,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
